description,category
BRAKE SERVICE PAYMENT,Transportation
ZELLE TRANSFER,Income
VENMO DEPOSIT,Income
PAYMENT TO SMART HOME DEVICE  11/26,Rent & Housing
IN-N-OUT  #257,Food & Dining
Purchase at Bath & Body Works shop,Shopping
Payment to Mobil,Transportation
Notary,Other
SPICES,Groceries
Credit Card Roof Repair  #6672,Rent & Housing
PAYMENT TO PHOTOGRAPHY GIG  #6210,Income
Bowling Alley llc,Entertainment
TOLL  #5013,Transportation
TRANSFER TO EXPEDIA  #2708  4/20,Travel
Passport Photo  6/28,Other
GEICO,Transportation
Apartment  6/4,Rent & Housing
Door Lock inc,Rent & Housing
Bakery,Groceries
CONSULTING  #1668,Income
Transfer to Auto Repair  #7538,Transportation
PAYMENT TO STOCK SALE,Income
Purchase at Netflix payment,Subscriptions
DEBIT CARD WHOLE FOODS,Groceries
POS Transaction Carpet Cleaning  #2726  1/19,Rent & Housing
sewer service  #6710,Bills & Utilities
board game,Entertainment
SHEIN PAYMENT  7/16,Shopping
PAYMENT TO U-HAUL STORE  #6651,Rent & Housing
POS TRANSACTION OLA  #2976  8/16,Transportation
ATM,Other
jersey mikes,Food & Dining
MUSIC LESSONS LLC,Education
POS TRANSACTION GAS BILL PAYMENT  #9428,Bills & Utilities
amazon prime,Subscriptions
DHL,Other
Farmers Market,Groceries
POS Transaction Hertz,Travel
Apartment llc  #1024,Rent & Housing
CONSULTING,Income
POS TRANSACTION ZELLE TRANSFER  #1689,Income
Purchase at Tutoring Income,Income
Purchase at Fiverr,Income
direct deposit shop  #5855,Income
ACH LYFT SHARED  7/24,Transportation
ACH SQUARESPACE  8/3,Subscriptions
Airport Lounge,Travel
CERTIFICATION  12/14,Education
BEACH EQUIPMENT  #1314,Travel
CLEANING SUPPLIES,Groceries
GRE TEST PAYMENT,Education
ATM  12/17,Other
Duolingo  #8458  2/12,Education
Payment to Fresh Fruits,Groceries
Payment to Pasta payment,Groceries
online order chipotle,Food & Dining
LAB TEST  #7239,Health & Fitness
Payment to Bakery  #5651,Food & Dining
ONLINE ORDER SUNOCO INC,Transportation
AMC Cinema shop,Entertainment
Payment to Zara  #3318,Shopping
Purchase at Leasing Office online  #4213,Rent & Housing
ACH CODING BOOTCAMP  #875  7/19,Education
Airtel  #2866,Bills & Utilities
Debit Card Escape Room,Entertainment
Online order Resort store,Travel
STUDENT LOAN  #6088,Education
Udemy  #3820,Education
COLLEGE TUITION SHOP,Education
transfer to spotify  1/27,Entertainment
ONLINE ORDER NIKE,Shopping
GoFundMe,Other
EXTRA SPACE STORAGE PAYMENT  3/14,Rent & Housing
CREDIT CARD MAINTENANCE FEE  #4331  9/17,Other
CANVA,Subscriptions
FREELANCE  #3379  6/27,Income
TRANSFER TO AMERICAN AIRLINES,Travel
Car Detailing llc,Other
Chipotle,Food & Dining
hbo max,Entertainment
Movie Theater  #7705,Entertainment
ZARA SHOP,Shopping
CREDIT CARD TRAIN TICKET,Transportation
SOUTHWEST,Travel
PURCHASE AT CASH APP TRANSFER  #3477,Income
Credit Card Duolingo,Education
SALARY,Income
TRANSFER TO LAUNDRY SHOP,Bills & Utilities
DOMINION ENERGY,Bills & Utilities
ACH Bathroom Renovation inc  #5546,Rent & Housing
Indian Grocery  #518  2/10,Groceries
HOME INSURANCE  #6321  8/22,Rent & Housing
ULTA STORE,Shopping
ONLINE ORDER CONSULTING,Income
PURCHASE AT VERIZON  #685,Bills & Utilities
POS TRANSACTION WAYFAIR,Shopping
Transfer to Upwork,Income
Credit Card Renter Insurance,Rent & Housing
Credit Card Bookstore,Education
Calm,Health & Fitness
transfer to landscaping,Rent & Housing
TRANSFER TO SUBWAY  #509  12/26,Food & Dining
TRAIN TICKET,Transportation
T-Mobile llc,Bills & Utilities
Payment to Airport Parking shop,Transportation
Papa Johns  #9689  8/10,Food & Dining
ONLINE ORDER LAPTOP INC,Education
Credit Card Security Deposit shop  8/26,Rent & Housing
Credit Card AMC Cinema,Entertainment
Purchase at Speedway inc,Transportation
Study Materials  2/5,Education
Debit Card Beach Equipment online  #8413,Travel
McAfee  12/21,Subscriptions
Online order Dropbox,Subscriptions
expedia,Travel
credit card kaiser permanente  #7865,Health & Fitness
Online order Calculator  11/8,Education
DEBIT CARD DISNEY+,Subscriptions
SAMSUNG  #699,Shopping
COX COMMUNICATIONS,Bills & Utilities
Debit Card Commission store,Income
LAWN CARE  #9850  8/8,Bills & Utilities
CREDIT CARD DENTIST SHOP  #8817,Health & Fitness
FIVERR,Income
PURCHASE AT SWEETGREEN SHOP,Food & Dining
SECURITY DEPOSIT,Rent & Housing
DIRECT DEPOSIT SHOP  #2345,Income
POS TRANSACTION MUNICIPAL WATER  3/4,Bills & Utilities
TOUR GUIDE  #9654  8/10,Travel
github pro  #7527,Subscriptions
NETFLIX  #7139  6/24,Subscriptions
pos transaction dermatologist,Health & Fitness
DEBIT CARD SOUTHWEST  #8813,Travel
CREDIT CARD POST OFFICE,Other
Bumble,Subscriptions
ACH PARKING TICKET,Other
PROTEIN POWDER LLC,Health & Fitness
Victoria's Secret,Shopping
shake shack,Food & Dining
STOCK SALE INC,Income
canned goods llc  #455,Groceries
Vons  #3400,Groceries
wix,Subscriptions
online order oil change  2/8,Transportation
TRANSFER TO HELLOFRESH  11/17,Subscriptions
Purchase at Spa  10/5,Health & Fitness
Hospital store,Health & Fitness
Payment to Bar  8/15,Entertainment
CREDIT CARD ADT SECURITY,Bills & Utilities
Uber online  #7654  1/13,Transportation
WALGREENS  7/4,Health & Fitness
DAIRY,Groceries
SCHOOL SUPPLIES  #6146,Education
electric bill,Bills & Utilities
ACH Photography Gig llc  #8569,Income
DEBIT CARD UPS,Other
transfer to dhl,Other
Zelle Transfer payment,Income
Wix payment  #1811,Subscriptions
ACH Rent  #3808,Rent & Housing
POS TRANSACTION LOCAL DINER  #6857,Food & Dining
DEBIT CARD MUSEUM  9/1,Entertainment
laundry  2/21,Bills & Utilities
PURCHASE AT BSNL,Bills & Utilities
Billiard,Entertainment
AMC CINEMA ONLINE,Entertainment
POS Transaction Mexican Grocery,Groceries
POS TRANSACTION BIRTHDAY PARTY SHOP,Other
COURSERA,Education
Debit Card Music Lessons,Education
REGAL CINEMAS,Entertainment
LOCAL DINER  #3180,Food & Dining
LANGUAGE APP ONLINE  #8932,Education
PURCHASE AT AVIS  #8084  10/11,Travel
CVS,Health & Fitness
VIDEO GAME,Entertainment
ACH Carpet Cleaning llc  #473  11/19,Rent & Housing
SOUTHWEST  #6353,Travel
DEBIT CARD YOUTUBE AD REVENUE PAYMENT  10/27,Income
Sports Event online  12/24,Entertainment
indian curry house online  #4841,Food & Dining
YOUTUBE PREMIUM,Subscriptions
Renter Insurance  #4429,Rent & Housing
COSTCO,Shopping
BOWLING ALLEY LLC,Entertainment
Credit Card Sprouts Farmers Market,Groceries
Resort,Travel
ONLINE ORDER PUBLIC STORAGE  #991,Rent & Housing
Debit Card Food truck,Food & Dining
DASHLANE  #543,Subscriptions
Whole Foods,Groceries
PAYMENT TO CARNIVAL CRUISE SHOP,Travel
Debit Card Chipotle payment,Food & Dining
WATCH STORE,Shopping
Cava,Food & Dining
TRANSFER TO PEST CONTROL,Bills & Utilities
CREDIT CARD LANGUAGE APP,Education
TARGET GROCERY SHOP,Groceries
MUSEUM STORE  9/3,Entertainment
part time job  #1371  11/21,Income
ICE CREAM INC,Food & Dining
Passport Photo,Other
SIDE HUSTLE,Income
Credit Card Costco Grocery  #5994,Groceries
Ticketmaster,Entertainment
Billiard  #6841,Entertainment
purchase at carpet cleaning,Rent & Housing
ART CLASS PAYMENT,Education
POS TRANSACTION CASHBACK,Income
ONLINE ORDER MICROSOFT 365,Subscriptions
Online order Farmers Market  #2258,Groceries
AIRTEL,Bills & Utilities
NordVPN,Subscriptions
MUSIC LESSONS ONLINE,Education
ENTERPRISE RENT-A-CAR INC  #5476,Travel
TARGET GROCERY,Groceries
Purchase at Textbook,Education
DEBIT CARD BUDGET,Travel
Credit Card Study Materials  #1656,Education
Gym Membership inc  #7043,Health & Fitness
Museum,Entertainment
Ambulance,Health & Fitness
SHELL,Transportation
Direct Deposit shop  10/5,Income
COURSERA,Education
Purchase at Hospital store,Health & Fitness
DEBIT CARD LOCAL DINER,Food & Dining
POS Transaction Bulk Food  #4403,Groceries
CONFERENCE INC,Education
HBO MAX  #6939,Entertainment
TAILORING,Other
stubhub,Entertainment
Salary  1/3,Income
Sewer Service  #4470,Bills & Utilities
Karaoke,Entertainment
WINN-DIXIE  6/6,Groceries
Online order Organic Food  2/7,Groceries
Duolingo  #7544,Education
HOA DUES,Bills & Utilities
Amazon online,Shopping
DUNKIN DONUTS  #8237,Food & Dining
Online order Medium store,Subscriptions
Taxi llc  #4452,Transportation
ONLINE ORDER LAWN CARE,Bills & Utilities
Transfer to Cash App Transfer  #8869,Income
Transfer to Mailchimp,Subscriptions
DEBIT CARD COMEDY SHOW,Entertainment
PAYMENT TO LULULEMON,Shopping
SPICES  #1106,Groceries
BULK FOOD  #7198,Groceries
ELECTRIC BILL,Bills & Utilities
LIBRARY FINE  10/12,Education
Firestone,Transportation
ATM  8/3,Other
Online order Website Hosting,Subscriptions
Credit Card In-N-Out,Food & Dining
POS TRANSACTION SWEETGREEN,Food & Dining
Credit Card Website Hosting store  #3441  11/28,Subscriptions
Dry Cleaning,Other
POS Transaction Peloton,Health & Fitness
CERTIFICATION,Education
ACH TINDER,Subscriptions
DROPBOX,Subscriptions
GAP,Shopping
LIBRARY FINE  6/20,Education
POS Transaction Dunkin Donuts,Food & Dining
Credit Card Cold Stone,Food & Dining
COSTCO,Shopping
POS Transaction TJ Maxx,Shopping
Urgent Care  #7419,Health & Fitness
POS Transaction Pet Supplies  6/15,Other
Expedia  8/14,Travel
Airport Parking  #9212,Transportation
Transfer to Carnival Cruise,Travel
CREDIT CARD MYNTRA,Shopping
CREDIT CARD PARKING,Transportation
BLUE CROSS,Health & Fitness
POS Transaction Duke Energy,Bills & Utilities
McDonald's  #4426  9/13,Food & Dining
CREDIT CARD FOOD LION LLC  #9056,Groceries
OLA  #3392,Transportation
CREDIT CARD MEDIUM STORE  9/26,Subscriptions
ZELLE TRANSFER  1/22,Income
EXXON SHOP,Transportation
Debit Card Hiking Gear payment  10/15,Travel
Online order Vons,Groceries
EDUCATIONAL SOFTWARE PAYMENT,Education
Smoothie King  4/4,Food & Dining
TRANSFER TO BILLIARD  #9374,Entertainment
ACH HOME INSURANCE,Rent & Housing
TRANSFER TO LULULEMON,Shopping
TRANSFER TO APARTMENT  3/23,Rent & Housing
TRANSFER TO DISNEY+  #3748  2/5,Subscriptions
TRANSFER TO FURNITURE ASSEMBLY  #906,Rent & Housing
Museum  10/9,Entertainment
STUDY MATERIALS,Education
debit card physical therapy,Health & Fitness
ONLINE ORDER SHELL  5/6,Transportation
APARTMENT,Rent & Housing
Credit Card Forever 21  #6823  4/26,Shopping
HULU PREMIUM  #3311,Subscriptions
PUBLIX STORE,Groceries
Duolingo,Education
spotify,Subscriptions
BONUS INC  #761  11/27,Income
DEBIT CARD NIKE,Shopping
PAPA JOHNS  #3132,Food & Dining
REGAL CINEMAS  #4952,Entertainment
TRANSFER TO RENTER INSURANCE,Rent & Housing
PAYMENT TO SAMSONITE LLC,Travel
WINDOW REPLACEMENT INC,Rent & Housing
ACH Disney Plus  #796,Entertainment
personal trainer,Health & Fitness
NINTENDO  #1904,Entertainment
Debit Card Holiday Inn,Travel
ULTA,Shopping
ONLINE ORDER AT&T  #9274  11/14,Bills & Utilities
PURCHASE AT NETFLIX,Entertainment
ACH SHOE REPAIR INC  #5406,Other
CURRENCY EXCHANGE,Other
DEBIT CARD PUBLIX,Groceries
POS Transaction Hulu,Entertainment
Coffee Shop  #3540,Food & Dining
PURCHASE AT XBOX GAME PASS PAYMENT,Entertainment
Debit Card Xfinity,Bills & Utilities
FROZEN FOOD,Groceries
CREDIT CARD STARBUCKS  #1015,Food & Dining
COMEDY SHOW LLC  9/16,Entertainment
ZARA,Shopping
Duolingo  #9743,Education
Local diner,Food & Dining
Stock Sale,Income
RENTER INSURANCE,Rent & Housing
KEY DUPLICATION  #4064,Other
Payment to Organic Food  #4524  2/27,Groceries
Payment to Progressive shop,Transportation
ONLINE ORDER ART CLASS  10/5,Education
ONLINE ORDER BOOK STORE  1/18,Shopping
Speedway,Transportation
AIRBNB  #9228,Travel
debit card zoo inc,Entertainment
ACH SURGERY,Health & Fitness
Payment to Sony,Shopping
DOORDASH  #8559  10/24,Food & Dining
ACH Conference  #9039,Education
VISA  1/26,Travel
AMC CINEMA ONLINE  4/14,Entertainment
PAYMENT TO ANYTIME FITNESS,Health & Fitness
TJ MAXX PAYMENT  #5917  6/4,Shopping
Bulk Food  #5655,Groceries
Debit Card Kaiser Permanente  #4019,Health & Fitness
SAT Prep  #3160,Education
ACH ROOF REPAIR  #4227  3/9,Rent & Housing
KFC llc,Food & Dining
DEBIT CARD GYM MEMBERSHIP,Health & Fitness
TEXTBOOK  #6547,Education
MAILCHIMP,Subscriptions
Laser Tag,Entertainment
PURCHASE AT ZARA,Shopping
H&M,Shopping
Payment to Car Detailing  #3177,Other
McAfee payment  #3854  11/18,Subscriptions
DEBIT CARD IKEA,Shopping
Storage Unit,Rent & Housing
mobil shop  12/25,Transportation
POS Transaction HOA Dues,Bills & Utilities
Credit Card Carpet Cleaning,Rent & Housing
PIZZA HUT,Food & Dining
PARKING TICKET STORE  #2259  8/20,Other
Online order Spices payment  #6527,Groceries
walgreens,Health & Fitness
online order furniture assembly  #8493,Rent & Housing
POS TRANSACTION MUSIC ROYALTY ONLINE,Income
Carnival Cruise,Travel
ONLINE ORDER CANVA,Subscriptions
PAYMENT TO SAT PREP  10/8,Education
Crunch Fitness,Health & Fitness
Organic Food,Groceries
transfer to sprint llc,Bills & Utilities
Payment to Twitch store,Entertainment
XBOX GAME PASS,Entertainment
POS Transaction Lululemon,Shopping
Dental Insurance,Health & Fitness
EXXON,Transportation
Hulu Premium inc  4/20,Subscriptions
EPIC GAMES INC,Entertainment
Yoga Class  12/11,Health & Fitness
Debit Card Vons  #8975  4/4,Groceries
language app  #985,Education
ONLINE ORDER HYATT,Travel
ACH Furniture Assembly shop,Rent & Housing
Debit Card Oil Change  #8302,Transportation
POS Transaction Door Lock,Rent & Housing
COSTCO,Shopping
Hyatt  5/27,Travel
CARPET CLEANING  #8137,Rent & Housing
H-E-B payment,Groceries
GAS BILL  #7992,Bills & Utilities
LUNCH CAFE  #5733  11/10,Food & Dining
Tutoring  #1774  12/25,Education
VISA,Travel
payment to arcade inc,Entertainment
NAVIENT,Education
ONLINE ORDER TEMU,Shopping
STOCK SALE  #7560,Income
Credit Card Shopify  #6041,Subscriptions
DEBIT CARD CHARITY  8/3,Other
PARKING TICKET,Other
CREDIT CARD MUSIC ROYALTY,Income
UBER EARNINGS INC,Income
Duke Energy  12/13,Bills & Utilities
POS Transaction Gap payment  1/23,Shopping
Purchase at Key Duplication inc,Other
POS TRANSACTION JETBLUE  5/16,Travel
DEBIT CARD PAINT SUPPLIES,Rent & Housing
Debit Card Paint Supplies,Rent & Housing
ACH STATE FARM SHOP,Transportation
Online order Peet's Coffee online,Food & Dining
PASSPORT PHOTO PAYMENT  12/12,Other
LinkedIn Learning  #9748,Education
MEIJER  3/9,Groceries
Security Deposit  #7368,Rent & Housing
Equinox  #1055,Health & Fitness
Purchase at Eye Doctor  9/28,Health & Fitness
Purchase at Donation payment  1/19,Other
Vons  #7650,Groceries
TRANSFER TO YOUTUBE AD REVENUE,Income
Transfer to Udemy,Education
Costco llc,Shopping
UPS  5/3,Other
University  #2207,Education
H-E-B  #6182,Groceries
CONED,Bills & Utilities
ONLINE ORDER COSTCO GROCERY,Groceries
transfer to albertsons  #6883,Groceries
purchase at public storage  #8179,Rent & Housing
TRANSFER TO NOTEBOOK STORE,Education
credit card metro  5/15,Transportation
Purchase at Optimum llc,Bills & Utilities
DEBIT CARD LULULEMON,Shopping
NIKE SHOP,Shopping
RESTAURANT,Food & Dining
POS Transaction Walgreens  #5591,Health & Fitness
OPTIMUM,Bills & Utilities
KROGER INC,Groceries
wix,Subscriptions
Airbnb,Travel
ACH JEWELRY STORE,Shopping
POS Transaction Sony,Shopping
CREDIT CARD TARGET GROCERY,Groceries
NAVIENT,Education
Parking Ticket  #9545,Other
Credit Card Travel Insurance store  #7254,Travel
birthday party  6/27,Other
HOA Dues,Bills & Utilities
STORAGE UNIT  #7142,Rent & Housing
Dermatologist,Health & Fitness
DOMAIN NAME,Subscriptions
italian bistro online,Food & Dining
CREDIT CARD OIL CHANGE,Transportation
CREDIT CARD STORAGE UNIT  2/16,Rent & Housing
DEBIT CARD MACY'S,Shopping
GRE TEST  12/21,Education
AIRPORT LOUNGE  #9415,Travel
CREDIT CARD HOME RENOVATION LLC,Rent & Housing
Passport Photo,Other
BOOKSTORE  #6073,Education
Smart Home Device inc  #8097,Rent & Housing
CONFERENCE,Education
comedy show  8/14,Entertainment
Stripe Payout llc,Income
Magazine shop  #9032,Subscriptions
ONLINE ORDER ELECTRICITY BOARD  #574  8/25,Bills & Utilities
Debit Card Upwork shop,Income
CREDIT CARD CONFERENCE  #1088  2/6,Education
DEBIT CARD ALBERTSONS  #7366,Groceries
Transfer to Patreon,Subscriptions
cleaning supplies online  #2369,Groceries
ACH Appliance Repair llc  12/22,Rent & Housing
UBER POOL  6/17,Transportation
CREDIT CARD TARGET  #2408  7/28,Shopping
TJ MAXX  2/21,Shopping
purchase at firestone store,Transportation
PAYMENT TO FLIPKART  #9936  5/6,Shopping
Online order Taco Bell  #6412  12/6,Food & Dining
Credit Card LA Fitness online,Health & Fitness
SIDE HUSTLE,Income
METRO,Transportation
ONLINE ORDER APPLE TV,Entertainment
THAI RESTAURANT,Food & Dining
venmo deposit llc,Income
ACH Samsonite,Travel
hbo max  7/8,Entertainment
MARATHON GAS,Transportation
PET FOOD,Groceries
KARAOKE PAYMENT,Entertainment
Navient,Education
ASOS SHOP,Shopping
PAYMENT TO GRUBHUB,Food & Dining
Payment to College  #4296  9/25,Education
PURCHASE AT BABY FOOD,Groceries
Meijer,Groceries
Payment to Bonus,Income
POS Transaction TJ Maxx,Shopping
1PASSWORD,Subscriptions
PASTA,Groceries
POS Transaction Planet Fitness,Health & Fitness
DEBIT CARD CVS  12/28,Health & Fitness
Credit Card Storage Unit  #7915,Rent & Housing
MEXICAN GROCERY  #5837  7/5,Groceries
Website Hosting store,Subscriptions
Samsonite,Travel
Notion,Subscriptions
Water Bill  #6721,Bills & Utilities
sephora,Shopping
POS TRANSACTION COMCAST  #3289,Bills & Utilities
Beverage  #4596,Groceries
PEST CONTROL INC  #3936,Bills & Utilities
ONLINE ORDER WAYFAIR  #9170,Shopping
PEET'S COFFEE,Food & Dining
REI,Travel
Smoothie King,Food & Dining
ADSENSE,Income
NETFLIX  #4890,Entertainment
CREDIT CARD PROPERTY MANAGEMENT PAYMENT,Rent & Housing
ACH Car Wash llc,Transportation
Pet Food  #7178,Groceries
Purchase at Wix  #4217,Subscriptions
TRANSFER TO SONY,Shopping
IN-N-OUT  #2140,Food & Dining
Coursera,Education
JIO,Bills & Utilities
Wedding Gift  #2137,Other
Credit Card Speedway  #4246  2/27,Transportation
Payment to Apple TV store,Entertainment
Online order Brake Service shop  9/19,Transportation
ROOF REPAIR,Rent & Housing
DUNKIN DONUTS,Food & Dining
Pest Control shop  #5261,Bills & Utilities
COURSERA,Education
HOME RENOVATION SHOP,Rent & Housing
NETFLIX STORE  7/21,Subscriptions
ELECTRICITY BOARD,Bills & Utilities
BSNL,Bills & Utilities
Debit Card Billiard,Entertainment
MEDIUM LLC  #6923,Subscriptions
SMART HOME DEVICE  #2303,Rent & Housing
CREDIT CARD JIO  1/14,Bills & Utilities
Purchase at Notary payment,Other
TRANSFER TO APARTMENT  7/20,Rent & Housing
FARMERS MARKET,Groceries
INTERNATIONAL SIM,Travel
zelle transfer  5/16,Income
JetBlue inc,Travel
DISNEY+,Subscriptions
AMAZON PRIME PAYMENT  #8226,Subscriptions
Parking Meter,Transportation
NOTEBOOK STORE  #2417,Education
UPS  #2985,Other
Online order Whole Foods,Groceries
Purchase at Mailchimp  #9333  6/25,Subscriptions
Gas Bill,Bills & Utilities
University  3/10,Education
Online order Travel Adapter  #2049  5/22,Travel
AMAZON,Shopping
TRANSFER TO OLIVE GARDEN ONLINE,Food & Dining
BATHROOM RENOVATION,Rent & Housing
AVIS  3/5,Travel
steam  2/23,Entertainment
ACH Payroll payment,Income
Avis llc  #6244,Travel
BANK FEE LLC  #6515,Other
POS Transaction Calculator  #5341,Education
MOVING COMPANY SHOP,Rent & Housing
GIFT MONEY  #9046,Income
cash app transfer online,Income
Breakfast Diner payment  7/24,Food & Dining
Billiard online  7/16,Entertainment
MEAT MARKET,Groceries
Shake Shack  #5905,Food & Dining
Transfer to Ambulance,Health & Fitness
MUSIC ROYALTY  #3268,Income
TRAVEL INSURANCE  4/3,Travel
Bakery,Groceries
Transfer to Toll,Transportation
COLD STONE LLC,Food & Dining
Birthday Party  #9963,Other
POS TRANSACTION SOUTHWEST,Travel
PURCHASE AT FITNESS APP,Health & Fitness
Rent inc,Rent & Housing
CLUB ENTRY STORE,Entertainment
ACH Security Deposit,Rent & Housing
ELECTRICIAN SERVICE,Rent & Housing
Credit Card CVS  #917,Health & Fitness
UNIVERSITY PAYMENT  9/17,Education
CREDIT CARD EPIC GAMES,Entertainment
publix  #9987,Groceries
WASTE MANAGEMENT,Bills & Utilities
CREDIT CARD PERSONAL TRAINER  #3436  7/15,Health & Fitness
Purchase at Sweet frog inc,Food & Dining
MICROSOFT 365  11/15,Subscriptions
Transfer to Jio,Bills & Utilities
birthday party,Other
LAB TEST  #5903,Health & Fitness
Farmers Market  #6535,Groceries
CREDIT CARD PAYROLL,Income
Holiday Inn,Travel
zomato,Food & Dining
HYATT,Travel
Credit Card Olive Garden llc  #7190,Food & Dining
PURCHASE AT BSNL,Bills & Utilities
Theme Park inc,Entertainment
